description,rating,format,genre
진짜 공포를 보여드리겠습니다옥수역 귀신봉천동 귀신으로대한민국을 공포에 몰아넣었던 호랑작가가년 새로운 귀신 이야기로 다시 돌아왔다,9.87,omnibus,thrill
잘 지내 오늘따라 네가 더 생각난다함께 웃고 울었던 웹툰 속 나의 최애캐들그들은 지금 어떻게 지내고 있을까우리의 일주일을 책임졌던 최애캐들의 근황을 공개합니다 최애캐 안녕 잘 지내니,9.88,episode,drama
남의 차에 네가 블루투스를 왜 연결해이게 맞나 싶은 커플논쟁 끝내러 왔습니다참고로 담당자는 패딩 지퍼까지는 괜찮다고 합니다,9.84,episode,pure
서브병에 걸린 사람들 모두 모여라우리가 주인공들만큼 사랑했던 서브캐들 로맨스부터 액션 개그 웹툰까지주인공 뒤에 가려져 있었지만 누구보다 작품을 빛내주었던 그들의 매력발산이 시작된다,9.88,episode,comic
어느날 저승사자가 찾아왔다그런데 이 저승사자 제 정신이 아니다,9.91,episode,comic
시작하기까지 아주 오랜 시간이 걸려서어쩌면 영원히 못할 것만 같던 이야기그녀가 지나온 시간의 기록,9.93,episode,drama
인기 로맨스 웹툰 남자주인공의 심쿵 컷 대방출미공개 에피소드를 지금 만나보세요,9.82,episode,pure
두 사람에게 나눠 팔린 내 인생낮과 밤 다른 인물로 살아가야 한다,9.86,episode,fantasy
호선엔 왜 사람이 많을까지하철에서 벌어지는 로맨틱 휴먼 드라마,9.9,story,drama
투병 중인 어머니와 함께 힘들게 살아가던 이강준어머니마저 결국 돌아가시게 되고 장례식장에 찾아온 아버지 친구 최정설에게 아버지의 유품이라는 오래된 스마트폰을 받게 된다날짜가 일 후로 설정된 이 스마트폰은 일 후까지의 미래를 알 수 있는 폰이라는 것을 알게 되는데,9.29,story,drama
키차이가 나는 소년소녀가 만나 키워가는 청춘 로맨스 이야기,9.5,story,pure
살인범을 죽이는 살인범 이사라와 범죄자를 증오하는 형사 차도형년전 도형의 부모를 살해한 진범에 대한 진실을 알게 된 이사라는 일부러 도형을 자극하며 그를 관찰하는데,9.84,story,thrill
세상 사람들의 몸이 로 줄어들었다 이제는 고양이 개미 청소기 등 일상의 모든 것이 위협인 상황 믿을 것은 각자에게 주어진 이능력 하나뿐이다,9.84,story,fantasy
사이코 사이코패스 사이코매트리스트 그들의 치열한 서바이벌이 시작되었다살아남아라비밀이 풀릴 때까지 쇼는 끝나지 않는다,9.93,story,fantasy
삼봉이발소의 하일권이 돌아왔다본격 청춘만화,9.95,story,drama
쉽지 않은 사랑 이야기그녀를 찾아서,9.94,episode,drama
해가 지면 나를 찾아와줘따뜻한 저녁 바람이 교실을 감싸고 주황빛 저녁 노을이 너와 나를 물들일 때 비로소 여긴 천국,9.77,story,pure
대한민국 표준체중 오수의 다이어트 도전기,9.57,story,drama
강대했던 흑마법사 디아블로 볼피르신의 계략에 당해 억겁 속에 봉인되었지만그로부터 년이 흘러 다시금 이 땅에 강림한다응애웰턴 백작의 갓 태어난 장남으로딥다크 매직 판타지 시작,9.93,story,fantasy
어릴 적 미술학원에서 만나 어른이 된 지금까지 절친인 시연과 유라사회에 첫 발을 내딛게 된 두 친구에게는 아직도 어렵고 두려운 일들이 가득하다새로운 일과 낯선 감정들이 어색한 두 친구는 오해와 화해를 반복하며 점차 성장해간다,9.93,story,sensibility
타락한 도시 신시 길에서 마주친 수수께끼의 사내가 제하에게 의문의 말을 던진다하지만 병원에서 깨어난 제하는 그날의 일을 기억하지 못하고현세에 존재해선 안될 범이라는 존재들이 도시를 재앙으로 물들일 때 일곱개의 운명이 엮어져 그들에 맞서기 위해 무기를 든다 이제 범을 사냥할 시간이다,8.13,story,fantasy
사고로 오른손을 잃은 골프천재 주아이 절망하는 시간조차 아깝다아이는 프로가 되기 위해 자신의 모든걸 바친다치명적 핸디캡을 극복하고 결국 정상에 서게 되는 연약한 소녀의 고군분투,9.49,story,drama
교복모델이었던 보라는 암흑 고 시절을 거치며 이전의 모습은 온데간데 없다설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아,9.36,story,pure
약육강식이 진리인 가상 현실 게임 크로노 라이프허접이라며 무시만 당하던 나는 우연히 얻은 초보용 기본 무기 나무 뭉둥이 를  강화까지 성공하게 되고 본인을 무시하던 놈들을 찾아다니며 몽둥이로 무자비하게 패기 시작하는데막장 스케일 사이다 액션 스타트,9.7,story,fantasy
한번호로 찍어도 받기힘들다는 등급을 받는 이인범공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 등급을 노리게 되고이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데,9.27,story,drama
인간이 되고자 년간 노력해왔지만  불의의 사고로 한 여대생에게 여우구슬을 빼앗기게 된 잘생긴 구미호 어르신어르신은 사태를 해결하기 위해 그녀에게 동거를 제안하게 되는데,9.97,story,pure
유미는 지금 무슨 생각을 하고 있을까그녀의 머릿속에서 바쁘게 움직이는 세포들 이야기,9.93,episode,pure
어느날 갑자기 인간들이 직면한 기적인지 저주인지 알 수 없는 초자연적 현상감당할 수 없는 현실을 감당하기 위해 사람들이 만들어 가는 지옥부산행 연상호 감독과 송곳의 최규석 작가가 만났다,9.83,episode,thrill
언뜻 평범해 보이는 무지개 택시회사에는 이라는 특별한 서비스가 있다 손님이 원하는 방법으로 복수를 대신해주는 서비스이며 이것이 무지개 택시 회사의 진짜 정체다,9.9,story,thrill
절망의 세상을 비관하고 스스로를 고립시킨 한 소년하지만 이제 소년은 밖으로 나가고 싶다,9.97,story,thrill
평범한 여대생 홍설 그리고 어딘가 수상한 선배 유정미묘한 관계의 이들이 펼쳐나가는 이야기,9.99,story,pure
넌 내가 나비라는걸 알고 있잖아알면서도 빠지고 싶은 사랑투명한 동거 정서 작가의 신작,9.97,story,pure
고객은 왕이 아니다 직원이 왕이다병맛 드라마를 뛰어넘는 미친 상상력의 원작 웹툰,9.98,story,comic
결혼 년차 부부 성대광과 유선영 대학시절 킹카 퀸카로 로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다 그러던 어느 날드라마 고백부부 원작 웹툰,9.91,story,drama
못생긴 얼굴에서 미인으로 새롭게 태어난 그녀 강미래 그런데 어디서 본 듯 한데,9.83,story,pure
평범하던 학교에 벌어진 감금사건그리고 감금사건에 가려 미처 알지 못한 감염자 학교는 이미 감염자들로 인해 빠져나갈 곳이 없다 그리고지금 우리학교는,9.56,story,thrill
가족아직도 알쏭달쏭 잘 모르지만우리집과 그의집의 평범한 일상에 대한 관찰,9.5,episode,daily
아이들의 일상을 담은 육아일기입니다 ,9.78,episode,daily
매우 태국 방콕에 도착하다태국생활 문화 태국어까지컷툰매주 수요일 연재,9.94,episode,daily
산책아니 야생 산 고양이로 조금은 특이하게 살고 있는 서울 도련님 하나어쩌다 이렇게 되었는지 그 과정을 마지막 초콜릿까지 소중하게 그리고 같이 하나 하나 열어봐요,9.76,episode,daily
아빠가 된지 년 아빠로서의 나이 아홉 살,9.91,episode,daily
흘러가는 대로 살다가 일본회사에 취직하게 된 로로 하루도 편할 날 없이 우당탕탕 우르르 쾅쾅,9.84,episode,daily
지구에서 불행하게 살던 철민이가 외계인한테 납치당해 외계인 공주의 동물원에서 즐겁게 사는 이야기 제목 예쁜말로 바꿈,9.73,story,daily
학생신분 종료 공식적으로 백수가 된  모순뒤늦은 사춘기로 괴로워하던 어느 날 덜컥 육식이 가능한 개체라는 진단을 받게 되는데평범하고 싶지 않은 평범한 토끼극내향 소심인 모순이의 우당탕탕 반항기,9.81,story,daily
습관성 유산을 극복해 아이를 출산한 투빈맘의 경험담 이야기매주 수 연재합니다인스타 ,9.62,episode,daily
드럽게 살기 힘든 요즘 세상 엎친데 덮쳐서 기후변화까지도대체 나는 어떻게 살아야할까,9.9,omnibus,daily
기계 좀비가 가득해진 세상 아버지를 죽인 나는 죽기로 결심했다,9.84,story,daily
고양이가 너무 귀여워서 시작한 집사생활 근데 너무 힘들어,9.86,episode,daily
바이러스가 퍼지고 괴물이 가득한 세상속에서 자신의 딸을 지키기 위해 노력하는 괴물엄마그런 엄마를 믿고 따르는 인간 딸 축복이 엄마와 딸의 이야기가 시작한다,9.79,story,daily
이력서에는 공백기로 남겠지만 아이를 키우면서 엄마도 함께 성장한 이야기화요일 저녁에 연재합니다,9.7,episode,daily
첫 인상은 내향적이며 낯가리는 듯하지만 알고보니 관심종자내향적이고 낯가리는 시논의 관종일기,9.83,episode,daily
난그림이하 경난의 재밌고 유쾌한 이야기 매주 화요일 목요일 저녁에 만나요 ,9.37,omnibus,daily
과학고 영재들만 가는거 아냐 빈둥거리는걸 제일 좋아하는 찐빵이가 과학고에 가게 되었습니다  실화 기반 일상툰 격주 화요일 업로드,9.82,episode,daily
채똘의 흔한 그림일기,9.61,episode,daily
여대생들 진짜 기싸움 심해 주변인들의 질문에 걱정 가득안고 뒤늦게 들어간 여대생활하지만 첫 오티부터 범상치 않는 사람들을 만나며 충격에 빠지는데실화 기반 웹툰 매주 화요일 업로드 됩니다,9.89,episode,daily
마흔이 된 아빠의 육아기록 인스타 ,9.82,episode,daily
굥이의 일상에서 벌어지는 에피소드를 공감하세요,9.67,episode,daily
날로 먹는건 좋은데 인생 날리는 건 싫어요아이러니 가득한 도둑놈심보로 인생 사는 기록들,9.85,episode,daily
현대판 스크루지 남편에게 차근차근 배워가는 재테크 이야기가계부 쓰기부터 주식투자에 이르기까지 초보자들을 위한 경제 웹툰지금 시작합니다 월요일 연재입니다,9.72,episode,daily
총 일 개국 개도시 쉬엄쉬엄 머물며 느긋하게 보내는 일상 음식 이야기,9.89,episode,daily
너 내 집사가 되어라 어느 날 갑자기 고양이 세 마리의 간택을 받게 된 집사 겉모습만큼 성격도 가지각색인 고양이 세 마리와 초보 집사의 털 날리는 일상 이야기 매주 화요일 연재,9.9,episode,daily
내가 년 아이들이 년을 산다고 해도 다 같이 사는 시간은 겨우 년정도년 중에 몇 년 쯤이야 집에서 살 부비며 뒹굴뒹굴 하자집에서 아이들과 지낸 일상 에피소드  집에서 뒹굴뒹굴 매주 화요일 연재 ,9.88,episode,daily
사람들은 누구나 자기 자신이 가장 깨끗하고 올바른 사람이라고 생각한다 과연 그럴까 어제의 피해자가 오늘의 가해자가 될 수도 있는 우리 사회 그 안에서 이정도 반장은 오늘도 묵묵히 쓰레기를 치우며 자신의 길을 걸어간다 인간 관계 고민 해결 미화원 드라마,8.32,episode,daily
미대생이지만 미대 외의 얘기도 많은 일상 속 빙글빙글 대 성장 표류기,9.65,episode,daily
,9.83,episode,daily
실제 길고양이 코코아와 호밀이의 이야기 상상 속 코코아와 친구들의 이야기를 그립니다,9.89,episode,daily
악동같이 동생을 괴롭히기 좋아하는 누나와 당하기만 할수는 없다는 동생의 바람 잘 날 없는 일상이 시작된다 누나와 동생의 악동같은 이야기 누나미워,9.9,omnibus,daily
다이어트부터 시작했던 식이장애 거식증과 폭식증을 겪고 이를 극복해나가는 이야기입니다,9.76,episode,daily
일상 속 게임 게임 속 일상,9.78,episode,daily
년물체를 변형시킬 수 있는 능력자인 변형자들의 학교에서 벌어지는 평범하지만 평범하지 않은 이야기현재 자유연재 중  연락처 본 작품을 이용한 부당한 수익창출은 자제해주시길 바랍니다  ㅎㅎ 관련 메일이 와서 써둡니다  팬카페가 생겼습니다 이제 팬아트는 팬카페에 올려주시면 됩니다 헤헿팬카페 주소,9.91,episode,daily
코로나와 함께 시작한 결혼 순탄치않은 리얼독립 고라니와 박가장은 오늘도 현생을 살아가기 위해 고군분투한다,9.81,episode,daily
덜 자란 어른이의 일상 이야기,9.44,omnibus,daily
모두의 하루하루가 소중하다는 것을 많은 사람들이 알았으면 하는 마음으로 그림일기를 그립니다   모두의 하루는 소중한 시간이며 무의미한 일상이란 없으니까요,9.75,episode,daily
